date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint
1/3/2016 1:40,50,0,21.32333333,36.03,18.79,37.53,20.92666667,35.23,21.32333333,34.26,18.79,40.29,-3.223333333,68.76333333,20,28.29,22,40.36333333,18.29,38.7,-2.233333333,763.1,96,1,40,-2.8
1/3/2016 1:50,20,0,21.29,36.15666667,18.76,37.59,20.96333333,35.26,21.26,34.16333333,18.79,40.29,-3.29,69.15666667,20,28.29,21.96333333,40.59,18.29,38.7,-2.366666667,763.05,96,1,37.5,-2.95
1/3/2016 2:00,20,0,21.29,36.29,18.7,37.59,20.89,35.2,21.13333333,34.09,18.7,40.26,-3.29,69.75666667,20,28.39,21.89,40.59,18.29,38.73,-2.5,763,96,1,35,-3.1
1/3/2016 2:10,30,0,21.2,36.26,18.7,37.5,20.85666667,35.09,21.06666667,34.09,18.76,40.2,-3.26,69.96333333,20,28.39,21.89,40.82666667,18.29,38.86333333,-2.533333333,763,96,1.166666667,35.33333333,-3.133333333
1/3/2016 2:20,40,0,21.2,36.2,18.7,37.5,20.85666667,35.16333333,21,34.09,18.7,40.2,-3.26,69.82333333,19.89,28.39,21.82333333,40.96666667,18.29,39,-2.566666667,763,96,1.333333333,35.66666667,-3.166666667
1/3/2016 2:30,50,0,21.16666667,36.09,18.6,37.2,20.82333333,35.26666667,20.85666667,34.09,18.7,40.2,-3.4,69.76,19.89,28.46333333,21.79,41.22666667,18.29,38.93333333,-2.6,763,96,1.5,36,-3.2
1/3/2016 2:40,50,0,21.1,36.09,18.6,37.12666667,20.89,35.4,20.79,34.09,18.7,40.2,-3.466666667,69.96666667,19.89,28.5,21.79,41.56,18.29,38.9,-2.633333333,763,96,1.666666667,36.33333333,-3.233333333
1/3/2016 2:50,50,0,21.1,36.09,18.5,37.06,20.89,35.43333333,20.66666667,34.09,18.7,40.2,-3.433333333,70.15666667,19.89,28.525,21.7,41.76666667,18.29,38.82666667,-2.666666667,763,96,1.833333333,36.66666667,-3.266666667
1/3/2016 3:00,60,0,21.03333333,35.96333333,18.5,37,20.89,35.5,20.6,34.09,18.65,40.1,-3.5,70.03,19.89,28.66666667,21.76,41.96666667,18.29,38.82666667,-2.7,763,96,2,37,-3.3
1/3/2016 3:10,40,0,21,35.845,18.39,36.9,20.89,35.5,20.5,34,18.6,40.09,-3.5,70.65,19.79,28.6,21.7,42.1,18.29,38.82666667,-2.75,762.9166667,96,2,36,-3.333333333
1/3/2016 3:20,40,0,20.96333333,35.79,18.39,36.9,20.96333333,35.5,20.42666667,34,18.6,40.09,-3.59,70.53,19.79,28.6,21.66666667,42.16333333,18.29,38.82666667,-2.8,762.8333333,96,2,35,-3.366666667
1/3/2016 3:30,50,0,20.89,35.79,18.35666667,36.9,21,35.59,20.39,34,18.6,40.09,-3.463333333,70.92333333,19.79,28.6,21.6,42.03,18.29,38.82666667,-2.85,762.75,96,2,34,-3.4
1/3/2016 3:40,40,0,20.85666667,35.76,18.29,36.96666667,21,35.66333333,20.32333333,34,18.6,40.09,-3.4,71.19333333,19.79,28.66666667,21.6,41.86333333,18.29,38.73,-2.9,762.6666667,96,2,33,-3.433333333
1/3/2016 3:50,40,0,20.79,35.7,18.29,37,21,35.7,20.26,33.96666667,18.56666667,40.09,-3.4,71.46666667,19.76,28.7,21.6,41.73,18.29,38.73,-2.95,762.5833333,96,2,32,-3.466666667
1/3/2016 4:00,60,0,20.79,35.7,18.29,37.06,21,35.7,20.2,33.9,18.56666667,40.09,-3.4,71.59,19.7,28.7,21.6,41.66333333,18.29,38.73,-3,762.5,96,2,31,-3.5
1/3/2016 4:10,30,0,20.79,35.7,18.2,37.09,21,35.745,20.2,33.9,18.5,40.09,-3.4,71.65666667,19.7,28.7,21.53333333,41.59,18.29,38.73,-3,762.45,96.16666667,2,31.33333333,-3.483333333
1/3/2016 4:20,30,0,20.7,35.7,18.2,37.16333333,21,35.7,20.1,33.9,18.5,40.09,-3.363333333,72.13333333,19.7,28.76,21.56666667,41.43333333,18.29,38.7,-3,762.4,96.33333333,2,31.66666667,-3.466666667
1/3/2016 4:30,20,0,20.7,35.7,18.1,37.245,21,35.7,20.03333333,33.82666667,18.5,40.09,-3.29,72.4,19.7,28.79,21.5,41.43333333,18.29,38.76,-3,762.35,96.5,2,32,-3.45
1/3/2016 4:40,30,0,20.66666667,35.66333333,18.1,37.29,21,35.79,20,33.79,18.5,40.09,-3.26,72.35666667,19.7,28.79,21.46333333,41.33333333,18.29,38.9,-3,762.3,96.66666667,2,32.33333333,-3.433333333
1/3/2016 4:50,50,0,20.6,35.59,18.03333333,37.23,21,35.86333333,19.92666667,33.79,18.42666667,40.03,-3.066666667,73.09666667,19.6,28.73,21.39,41.2,18.23,38.82666667,-3,762.25,96.83333333,2,32.66666667,-3.416666667
1/3/2016 5:00,40,0,20.6,35.56,18,37.29,20.89,35.93333333,19.89,33.79,18.42666667,40.03,-2.723333333,73.93,19.6,28.79,21.42666667,41.12666667,18.29,38.845,-3,762.2,97,2,33,-3.4
1/3/2016 5:10,40,0,20.53333333,35.5,18,37.29,20.89,35.93333333,19.82333333,33.73,18.39,40,-2.463333333,74.45666667,19.6,28.79,21.42666667,41.06666667,18.29,38.9,-2.716666667,762.1333333,97.16666667,2,33,-3.1
1/3/2016 5:20,50,0,20.5,35.59,17.89,37.43333333,20.89,36,19.79,33.7,18.39,40,-2.163333333,75.03333333,19.6,28.79,21.39,40.96666667,18.29,38.9,-2.433333333,762.0666667,97.33333333,2,33,-2.8
1/3/2016 5:30,50,0,20.42666667,35.53,17.89,37.5,20.89,36,19.79,33.7,18.39,40,-1.963333333,75.43333333,19.6,28.89,21.39,40.9,18.29,38.9,-2.15,762,97.5,2,33,-2.5
1/3/2016 5:40,50,0,20.39,35.5,17.89,37.53,20.89,36,19.7,33.79,18.39,40,-1.745,75.745,19.53333333,28.96333333,21.29,40.86333333,18.29,38.9,-1.866666667,761.9333333,97.66666667,2,33,-2.2
1/3/2016 5:50,40,0,20.39,35.5,17.82333333,37.53,20.96333333,36,19.7,33.79,18.32333333,40.09,-1.566666667,76.26,19.5,29,21.29,40.79,18.29,38.93333333,-1.583333333,761.8666667,97.83333333,2,33,-1.9
1/3/2016 6:00,40,0,20.29,35.5,17.79,37.53,21,36,19.7,33.79,18.32333333,40.09,-1.5,76.52666667,19.5,29.025,21.29,40.79,18.29,39,-1.3,761.8,98,2,33,-1.6
1/3/2016 6:10,50,0,20.29,35.56,17.79,37.59,21,36,19.63333333,33.79,18.34,40.09,-1.356666667,76.79333333,19.5,29.1,21.23,40.79,18.29,39,-1.183333333,761.75,98,2,32.5,-1.483333333
1/3/2016 6:20,50,0,20.29,35.59,17.7,37.62666667,20.96333333,36.03,19.6,33.79,18.29,40.09,-1.29,77.06,19.5,29.1,21.2,40.79,18.23,38.93333333,-1.066666667,761.7,98,2,32,-1.366666667
1/3/2016 6:30,40,0,20.23,35.53,17.7,37.7,20.89,36.09,19.6,33.79,18.29,40.16333333,-1.2,77.12333333,19.42666667,29.1,21.2,40.845,18.29,39,-0.95,761.65,98,2,31.5,-1.25
1/3/2016 6:40,30,0,20.23,35.53,17.7,37.79,20.96333333,36.09,19.56666667,33.79,18.29,40.2,-1.133333333,77.39666667,19.46333333,29.16666667,21.2,40.79,18.23,38.93333333,-0.833333333,761.6,98,2,31,-1.133333333
1/3/2016 6:50,30,0,20.2,35.5,17.7,37.86333333,20.89,36.09,19.5,33.79,18.29,40.2,-1.066666667,77.72666667,19.39,29.16666667,21.13333333,40.9,18.2,39,-0.716666667,761.55,98,2,30.5,-1.016666667
1/3/2016 7:00,40,0,20.2,35.5,17.7,37.9,20.89,36.09,19.5,33.82666667,18.23,40.23,-0.933333333,77.93333333,19.39,29.2,21.13333333,40.9,18.2,39,-0.6,761.5,98,2,30,-0.9
1/3/2016 7:10,30,10,20.2,35.53,17.63333333,37.9,20.89,36.16333333,19.42666667,33.82666667,18.29,40.43,-0.866666667,78.06333333,19.39,29.2,21.1,41,18.2,39.23,-0.55,761.4333333,97.83333333,2.166666667,30.5,-0.866666667
1/3/2016 7:20,70,20,20.13333333,35.59,17.6,37.86333333,20.84,36.145,19.39,33.79,18.2,40.89,-0.733333333,78.26333333,19.35666667,28.85666667,21.1,40.8,18.2,39.29,-0.5,761.3666667,97.66666667,2.333333333,31,-0.833333333
1/3/2016 7:30,70,30,20.1,35.62666667,17.6,37.65666667,20.7,36,19.56666667,34.22666667,18.2,41.22333333,-0.666666667,78.6,19.29,28.73,21.06666667,40.23333333,18.2,39.16333333,-0.45,761.3,97.5,2.5,31.5,-0.8
1/3/2016 7:40,50,20,20.1,35.7,17.7,37.545,20.7,35.93333333,19.82666667,34.5,18.1,41.53,-0.533333333,78.86666667,19.2,28.46333333,21,39.69333333,18.2,39.03,-0.4,761.2333333,97.33333333,2.666666667,32,-0.766666667
1/3/2016 7:50,60,10,20.1,35.56,17.7,37.36333333,20.7,35.86333333,20,34.06,18.1,41.46333333,-0.366666667,79.13333333,19.2,28.32333333,20.96333333,39.22333333,18.2,38.66333333,-0.35,761.1666667,97.16666667,2.833333333,32.5,-0.733333333
1/3/2016 8:00,90,0,20.1,35.56,17.7,37.29,20.63333333,35.73,20.06666667,34,18.1,41.06666667,-0.233333333,79.4,19.1,28.29,20.89,38.96333333,18.2,38.59,-0.3,761.1,97,3,33,-0.7
1/3/2016 8:10,70,0,20.06666667,35.76,17.7,37.4,20.63333333,35.7,20,33.63333333,18.1,41.46,-0.066666667,79.72666667,19.1,28.29,20.89,38.63333333,18.2,38.495,-0.15,761.0333333,96.33333333,3,34.5,-0.65
1/3/2016 8:20,70,0,20,35.7,17.7,37.46666667,20.63333333,35.62666667,19.92666667,33.43333333,18,41.86,0.1,79.9725,19.1,28.2,20.82333333,38.36,18.16666667,38.16333333,-5.55112E-17,760.9666667,95.66666667,3,36,-0.6
1/3/2016 8:30,50,0,20,35.62666667,17.7,37.46666667,20.6,35.5,19.89,33.26,18,42.13333333,0.266666667,80.23,19.03333333,28.13333333,20.79,38.16333333,18.16666667,37.96333333,0.15,760.9,95,3,37.5,-0.55
1/3/2016 8:40,60,0,20,35.7,17.7,37.4,20.53333333,35.43333333,19.82333333,33.12666667,17.89,42.36,0.4,80.33333333,19,28.13333333,20.73,37.96333333,18.1,37.76,0.3,760.8333333,94.33333333,3,39,-0.5
1/3/2016 8:50,140,0,20,35.73,17.7,37.4,20.5,35.4,19.76,33,17.89,42.56,0.533333333,80.4,19,28.2,20.7,37.79,18.1,37.56666667,0.45,760.7666667,93.66666667,3,40.5,-0.45
1/3/2016 9:00,170,10,20,35.79,17.7,37.32666667,20.5,35.4,19.7,33.06,17.89,42.65666667,0.866666667,80.56333333,19,28.2,20.7,37.65666667,18.13333333,37.56666667,0.6,760.7,93,3,42,-0.4
1/3/2016 9:10,50,0,20,35.7,17.7,37.16333333,20.5,35.26,19.66666667,33,17.82333333,42.73,1.133333333,80.83,19,28.2225,20.6,37.46666667,18.2,37.96,0.8,760.5833333,92,3.5,45.16666667,-0.366666667
1/3/2016 9:20,30,0,20,35.62666667,17.7,37.16333333,20.5,35.12666667,19.6,33,17.79,42.79,1.46,81.03,19,28.29,20.6,37.4,18.2,38.69333333,1,760.4666667,91,4,48.33333333,-0.333333333
1/3/2016 9:30,50,0,20,35.645,17.73,37.2,20.46333333,35.02666667,19.56666667,33,17.79,42.9,1.666666667,81.03,18.89,28.39,20.6,37.36333333,18.2,38.96666667,1.2,760.35,90,4.5,51.5,-0.3
1/3/2016 9:40,50,0,19.89,35.7,17.79,37.2,20.39,34.96666667,19.5,33,17.79,42.96666667,2.03,80.96666667,18.89,28.39,20.53333333,37.29,18.2,39.23,1.4,760.2333333,89,5,54.66666667,-0.266666667
1/3/2016 9:50,50,0,19.96333333,35.7,17.79,37.26,20.39,34.93,19.5,33.09,17.79,43,2.223333333,80.76,18.89,28.39,20.5,37.2,18.2,39.29,1.6,760.1166667,88,5.5,57.83333333,-0.233333333
1/3/2016 10:00,50,0,19.89,35.79,17.85666667,37.2,20.32333333,34.79,19.5,33.03,17.79,43.06,2.656666667,80.59,18.89,28.39,20.5,37.16333333,18.2,39.26,1.8,760,87,6,61,-0.2
1/3/2016 10:10,40,0,19.89,35.73,18,36.96666667,20.29,34.7,19.42666667,33.03,17.7,43.09,2.99,80.25666667,18.89,28.42666667,20.42666667,37.03,18.2,39,2.033333333,759.85,86,6,61.66666667,-0.133333333
1/3/2016 10:20,50,10,19.89,35.76,18.06666667,36.9,20.29,34.7675,19.4175,33.0225,17.7,43.09,3.3,78.39666667,18.89,28.5,20.39,37,18.2,38.72333333,2.266666667,759.7,85,6,62.33333333,-0.066666667
1/3/2016 10:30,50,0,19.89,35.83333333,18.13333333,36.83333333,20.29,34.86333333,19.39,33,17.7,43.03,3.633333333,75.92333333,18.89,28.5,20.39,36.93333333,18.2,38.59,2.5,759.55,84,6,63,0
1/3/2016 10:40,50,0,20,39.52666667,18.2,36.7,20.29,34.93333333,19.39,33,17.7,43.09,4.1,72.25666667,18.89,28.5,20.35666667,36.9,18.2,38.46666667,2.733333333,759.4,83,6,63.66666667,0.066666667
1/3/2016 10:50,60,10,20,38.52666667,18.245,36.845,20.29,35,19.39,33,17.7,43.09,4.366666667,68.79666667,18.89,28.5,20.29,36.82666667,18.2,38.26666667,2.966666667,759.25,82,6,64.33333333,0.133333333
1/3/2016 11:00,100,0,20,37.83333333,18.29,36.76,20.29,35.09,19.32333333,33,17.7,43.09,4.545,65.2,18.89,28.5,20.29,36.76,18.13333333,38.02666667,3.2,759.1,81,6,65,0.2
1/3/2016 11:10,70,10,20,37.76,18.29,36.62666667,20.29,35.09,19.32333333,33,17.7,43.09,4.59,63.23333333,18.79,28.5,20.29,36.7,18.13333333,37.76666667,3.283333333,758.9333333,81,6.333333333,57.5,0.283333333
1/3/2016 11:20,370,10,20,37.56,18.29,36.56,20.26,34.76666667,19.29,33,17.7,43.16333333,4.59,62.23333333,18.79,28.5,20.26,36.66333333,18.2,37.545,3.366666667,758.7666667,81,6.666666667,50,0.366666667
1/3/2016 11:30,50,10,19.92666667,37.36,18.29,36.43333333,20.13333333,34.89333333,19.29,33,17.6,43,4.793333333,62.55666667,18.79,28.5,20.26,36.66333333,18.1,37.4,3.45,758.6,81,7,42.5,0.45
1/3/2016 11:40,20,0,19.92666667,37.46333333,18.32333333,36.4,20.32333333,35.65666667,19.29,33,17.6,43,5,62.89,18.79,28.5,20.2,36.56,18.1,37.32666667,3.533333333,758.4333333,81,7.333333333,35,0.533333333
1/3/2016 11:50,50,0,19.92666667,37.66333333,18.39,36.4,20.39,35.65666667,19.29,33.13333333,17.6,43,5,63.63,18.79,28.63333333,20.2,36.5,18.1,37.16333333,3.616666667,758.2666667,81,7.666666667,27.5,0.616666667
1/3/2016 12:00,120,0,19.89,37.5,18.39,36.4,20.39,35.79,19.26,33.26,17.6,43,5,64.49,18.79,28.7,20.13333333,36.59,18.1,37.09,3.7,758.1,81,8,20,0.7
1/3/2016 12:10,100,10,19.89,37.36,18.39,36.32666667,20.39,35.86333333,19.2,33.26,17.6,42.96666667,4.866666667,64.76333333,18.79,28.79,20.13333333,36.59,18.1,37,3.666666667,757.9833333,82.16666667,8.166666667,24,0.85
1/3/2016 12:20,70,0,20,39.03,18.39,36.6,20.39,35.86333333,19.2,33.43333333,17.6,42.96666667,4.726666667,65.16333333,18.745,28.865,20.1,36.7,18.1,36.93333333,3.633333333,757.8666667,83.33333333,8.333333333,28,1
1/3/2016 12:30,50,0,20,37.95666667,18.39,37.13333333,20.39,35.79,19.2,33.56,17.6,43.09,4.623333333,66.49,18.73,28.96333333,20.1,36.7,18.1,36.86333333,3.6,757.75,84.5,8.5,32,1.15
1/3/2016 12:40,60,0,20,37.49,18.39,37.26,20.39,35.79,19.2,33.73,17.6,43.2,4.69,67.15666667,18.7,29.13333333,20.06666667,36.7,18.1,36.79,3.566666667,757.6333333,85.66666667,8.666666667,36,1.3
1/3/2016 12:50,60,0,20,37.195,18.39,37.12666667,20.39,35.79,19.2,33.86333333,17.6,43.2,4.626666667,67.95666667,18.7,29.2,20,36.62666667,18.1,36.76,3.533333333,757.5166667,86.83333333,8.833333333,40,1.45
1/3/2016 13:00,60,0,20,37.09,18.39,37.06,20.39,35.79,19.2,34,17.6,43.2,4.5,69.62333333,18.7,29.32333333,20,36.62666667,18.03333333,36.62666667,3.5,757.4,88,9,44,1.6
1/3/2016 13:10,60,0,20,36.96666667,18.46333333,37.06,20.39,35.79,19.2,34.06,17.6,43.2,4.4,71.83333333,18.7,29.39,19.9725,36.7225,18,36.59,3.516666667,757.1833333,89,8.833333333,43.5,1.783333333
1/3/2016 13:20,70,0,20,36.82666667,18.5,37.09,20.35666667,35.79,19.16666667,34.23,17.56666667,43.2,4.333333333,73.16666667,18.7,29.42666667,19.96333333,36.79,18,36.59,3.533333333,756.9666667,90,8.666666667,43,1.966666667
1/3/2016 13:30,130,0,20,36.83,18.5,37.09,20.29,35.79,19.1,34.3425,17.5,43.2,4.263333333,75.36,18.7,29.56666667,19.96333333,36.9,18,36.59,3.55,756.75,91,8.5,42.5,2.15
1/3/2016 13:40,430,10,20,37.03,18.46333333,37.06,20.29,35.79,19.1,34.5,17.5,43.2,4.19,76.56666667,18.7,29.7,19.89,36.9,18,36.53,3.566666667,756.5333333,92,8.333333333,42,2.333333333
1/3/2016 13:50,160,0,20.03333333,39.06666667,18.39,37,20.29,35.79,19.1,34.62666667,17.5,43.2,4.09,78.545,18.7,29.76,19.89,37,18,36.5,3.583333333,756.3166667,93,8.166666667,41.5,2.516666667
1/3/2016 14:00,80,0,20.1,40.73333333,18.39,37.495,20.35666667,35.79,19.1,34.83333333,17.5,43.32666667,4.19,80.53333333,18.7,29.92666667,19.89,37,18,36.5,3.6,756.1,94,8,41,2.7
1/3/2016 14:10,20,0,20.1,39.56666667,18.5,38.26666667,20.39,35.93333333,19.03333333,35.06666667,17.5,43.52666667,4.19,81.13333333,18.63333333,30,19.82333333,37.03,18,36.5,3.75,755.9333333,93.5,8.166666667,45,2.766666667
1/3/2016 14:20,20,0,20.1,39.29333333,18.5,38.4,20.39,36,19.1,35.26,17.5,43.73,4.3,81.79333333,18.6,30.13333333,19.82333333,37.09,18,36.5,3.9,755.7666667,93,8.333333333,49,2.833333333
1/3/2016 14:30,40,0,20.2,38.6,18.53333333,38.36333333,20.35666667,36.09,19.1,35.46333333,17.5,43.86333333,4.366666667,82.12666667,18.6,30.26,19.79,37.2,18,36.59,4.05,755.6,92.5,8.5,53,2.9
1/3/2016 14:40,60,0,20.2,38.26666667,18.6,38.23,20.29,36.09,19.1,35.59,17.5,43.93333333,4.433333333,82.22666667,18.6,30.42666667,19.79,37.2,18,36.59,4.2,755.4333333,92,8.666666667,57,2.966666667
1/3/2016 14:50,50,0,20.26,37.93,18.63333333,38.23,20.29,36.09,19.03333333,35.65666667,17.5,44,4.5,82.3,18.6,30.5,19.79,37.29,17.92666667,36.59,4.35,755.2666667,91.5,8.833333333,61,3.033333333
1/3/2016 15:00,60,0,20.26,37.73,18.7,38.23,20.35666667,36.09,19.03333333,35.73,17.5,44,4.53,82.19,18.6,30.63333333,19.79,37.36333333,17.89,36.7,4.5,755.1,91,9,65,3.1
1/3/2016 15:10,40,0,20.32333333,37.5,18.73,38.2,20.39,36.09,19.1,35.93333333,17.5,44,4.656666667,82.19,18.6,30.76,19.76,37.4,17.89,36.7,4.483333333,754.9666667,92,9,57.33333333,3.25
1/3/2016 15:20,40,0,20.32333333,37.5,18.79,38.12666667,20.39,36.03,19.03333333,35.93333333,17.5,44,4.69,82.12333333,18.6,30.82333333,19.7,37.46666667,17.89,36.7,4.466666667,754.8333333,93,9,49.66666667,3.4
1/3/2016 15:30,50,0,20.39,37.36333333,18.89,38.06,20.46333333,36.06,19,36,17.5,44.0675,4.69,82.33,18.6,30.9175,19.7,37.5,17.89,36.76,4.45,754.7,94,9,42,3.55
1/3/2016 15:40,40,0,20.46333333,37.29,18.89,37.93333333,20.46333333,36.06,19,36.06,17.5,44.09,4.59,82.93,18.6,31.06666667,19.7,37.56,17.89,36.79,4.433333333,754.5666667,95,9,34.33333333,3.7
1/3/2016 15:50,50,10,20.5,37.16333333,18.92666667,37.9,20.5,36.06,19,36.23,17.5,44.09,4.656666667,83.52333333,18.56666667,31.2,19.7,37.62666667,17.89,36.86333333,4.416666667,754.4333333,96,9,26.66666667,3.85
1/3/2016 16:00,50,0,20.525,37.0675,19,37.82666667,20.5,36,19,36.36333333,17.5,44.09,4.69,83.99666667,18.5,31.32666667,19.7,37.7,17.89,36.9,4.4,754.3,97,9,19,4
1/3/2016 16:10,50,0,20.6,36.93333333,19,37.76,20.5,36,19,36.43333333,17.5,44.09,4.69,84.33,18.6,31.42666667,19.7,37.73,17.89,36.96666667,4.5,754.1833333,96.5,9,26.5,4.016666667
1/3/2016 16:20,50,0,20.63333333,36.9,19,37.7,20.5,36,19,36.56,17.5,44.09,4.726666667,84.62333333,18.6,31.56666667,19.63333333,37.79,17.89,37,4.6,754.0666667,96,9,34,4.033333333
1/3/2016 16:30,50,0,20.7,36.9,19.03333333,37.7,20.5,36,19,36.645,17.5,44.09,4.825,84.8225,18.5,31.73,19.6,37.9,17.89,37,4.7,753.95,95.5,9,41.5,4.05
1/3/2016 16:40,40,0,20.7,36.79,19.1,37.7,20.575,36,19,36.79,17.5,44.09,4.9,85.06,18.5,31.79,19.6,37.93333333,17.89,37.09,4.8,753.8333333,95,9,49,4.066666667
1/3/2016 16:50,30,0,20.7,36.79,19.1,37.7,20.6,36,19,36.86333333,17.5,44.2,5,85.19,18.5,31.92666667,19.6,38,17.89,37.09,4.9,753.7166667,94.5,9,56.5,4.083333333
1/3/2016 17:00,20,0,20.79,36.76,19.1,37.7,20.6,36,19,36.93333333,17.5,44.2,5.06,85.26333333,18.5,32.06,19.6,38.09,17.79,37.09,5,753.6,94,9,64,4.1
1/3/2016 17:10,20,0,20.79,36.7,19.2,37.645,20.6,35.93333333,19,37.06,17.5,44.2,5.09,85.43333333,18.5,32.12666667,19.6,38.16333333,17.79,37.09,5.083333333,753.4666667,94.16666667,9.166666667,59.83333333,4.216666667
1/3/2016 17:20,30,10,20.79,36.7,19.2,37.59,20.56666667,35.9,19,37.12666667,17.5,44.2,5.09,85.5,18.5,32.26,19.6,38.23,17.85666667,37.26,5.166666667,753.3333333,94.33333333,9.333333333,55.66666667,4.333333333
1/3/2016 17:30,60,0,20.79,36.76,19.2,37.59,20.5,35.96666667,19,37.2,17.5,44.23,5.226666667,85.66,18.5,32.36,19.53333333,38.29,17.79,37.2225,5.25,753.2,94.5,9.5,51.5,4.45
1/3/2016 17:40,80,0,20.79,37.09,19.2,37.82666667,20.5,36.03,19,37.42666667,17.5,44.29,5.3,85.8,18.5,32.5,19.56666667,38.56666667,17.79,37.29,5.333333333,753.0666667,94.66666667,9.666666667,47.33333333,4.566666667
1/3/2016 17:50,90,0,20.79,37.16333333,19.2,37.9,20.5,36.16333333,19.06666667,37.96,17.42666667,44.36,5.4,85.8,18.5,32.53,19.56666667,39.16,17.79,37.32666667,5.416666667,752.9333333,94.83333333,9.833333333,43.16666667,4.683333333
1/3/2016 18:00,100,0,20.79,37.2,19.2,38.03,20.53333333,36.29,19.1,38.26666667,17.5,44.56,5.4,85.8,18.5,32.66333333,19.63333333,39.59666667,17.79,37.4,5.5,752.8,95,10,39,4.8
1/3/2016 18:10,110,10,20.79,37.26,19.2,38.16333333,20.6,36.36333333,19.1,38.46666667,17.5,44.73,5.5,86,18.5,32.82666667,19.76,39.93,17.79,37.5,5.566666667,752.8,95.16666667,9.833333333,40.5,4.883333333
1/3/2016 18:20,570,30,20.89,37.43333333,19.2,38.29,20.6,36.43333333,19.1,38.62666667,17.42666667,44.73,5.56,86,18.5,32.9,19.92666667,40.23,17.79,37.5,5.633333333,752.8,95.33333333,9.666666667,42,4.966666667
1/3/2016 18:30,430,20,20.89,37.76666667,19.2,38.29,20.6,36.56,19.16666667,38.9,17.42666667,44.86,5.59,86,18.5,33.03,20.06666667,40.43,17.79,37.53,5.7,752.8,95.5,9.5,43.5,5.05
1/3/2016 18:40,280,10,20.89,41.13333333,19.23,38.6,20.6,36.76666667,19.29,39.2,17.445,45.05,5.656666667,86.06,18.5,33.1725,20.23,40.56666667,17.79,37.59,5.766666667,752.8,95.66666667,9.333333333,45,5.133333333
1/3/2016 18:50,90,10,20.96333333,42.86,19.29,39.39333333,20.6,36.96666667,19.29,39.12666667,17.42666667,45.26,5.726666667,86.09,18.5,33.26,20.29,40.7,17.79,37.7,5.833333333,752.8,95.83333333,9.166666667,46.5,5.216666667
1/3/2016 19:00,110,0,21.2,42.69666667,19.42666667,40.25666667,20.6,37.5,19.29,39.06,17.5,45.8,5.866666667,86.15666667,18.5,33.43333333,20.32333333,40.53,17.79,37.7,5.9,752.8,96,9,48,5.3
